Date,Time,entry_id,temp,hum,lux
2024-05-19,09:00:20,134213,24.7,52.5,15.0
2024-05-19,09:01:21,134214,24.7,52.4,15.0
2024-05-19,09:02:22,134215,24.7,52.4,15.0
2024-05-19,09:03:23,134216,24.7,52.4,15.8
2024-05-19,09:04:25,134217,24.8,52.4,15.8
2024-05-19,09:05:26,134218,24.8,52.3,15.8
2024-05-19,09:06:27,134219,24.8,52.3,15.8
2024-05-19,09:07:28,134220,24.8,52.3,15.8
2024-05-19,09:08:31,134221,24.8,52.2,15.8
2024-05-19,09:09:35,134222,24.8,52.2,15.8
2024-05-19,09:10:36,134223,24.8,52.2,15.8
2024-05-19,09:11:37,134224,24.8,52.2,15.8
2024-05-19,09:12:38,134225,24.8,52.2,15.8
2024-05-19,09:13:39,134226,24.9,52.1,15.8
2024-05-19,09:14:40,134227,24.9,52.1,15.8
2024-05-19,09:15:42,134228,24.9,52.1,15.8
2024-05-19,09:16:43,134229,25.0,52.1,15.8
2024-05-19,09:17:44,134230,25.0,52.0,15.8
2024-05-19,09:18:45,134231,25.0,51.9,15.8
2024-05-19,09:19:46,134232,25.0,51.9,15.8
2024-05-19,09:20:47,134233,25.0,51.9,15.8
2024-05-19,09:21:48,134234,25.0,51.9,15.8
2024-05-19,09:22:49,134235,25.0,51.9,15.8
2024-05-19,09:23:51,134236,25.0,51.9,15.8
2024-05-19,09:24:52,134237,25.0,51.8,15.8
2024-05-19,09:25:53,134238,25.0,51.8,15.8
2024-05-19,09:26:54,134239,25.0,51.7,15.8
2024-05-19,09:27:55,134240,25.0,51.7,15.8
2024-05-19,09:28:56,134241,25.0,51.6,16.7
2024-05-19,09:29:57,134242,25.0,51.5,16.7
2024-05-19,09:30:59,134243,25.0,51.5,16.7
2024-05-19,09:32:00,134244,25.0,51.5,16.7
2024-05-19,09:33:01,134245,25.1,51.5,16.7
2024-05-19,09:34:04,134246,25.1,51.4,16.7
2024-05-19,09:35:08,134247,25.2,51.4,16.7
2024-05-19,09:36:09,134248,25.2,51.4,16.7
2024-05-19,09:37:10,134249,25.2,51.4,15.8
2024-05-19,09:38:11,134250,25.2,51.3,16.7
2024-05-19,09:39:12,134251,25.2,51.3,16.7
2024-05-19,09:40:13,134252,25.2,51.3,16.7
2024-05-19,09:41:14,134253,25.2,51.2,16.7
2024-05-19,09:42:18,134254,25.2,51.1,16.7
2024-05-19,09:43:22,134255,25.2,51.1,16.7
2024-05-19,09:44:23,134256,25.2,51.1,15.8
2024-05-19,09:45:24,134257,25.3,51.0,16.7
2024-05-19,09:46:25,134258,25.3,51.1,16.7
2024-05-19,09:47:26,134259,25.3,51.1,16.7
2024-05-19,09:48:30,134260,25.3,51.2,15.8
2024-05-19,09:49:31,134261,25.3,51.1,15.8
2024-05-19,09:50:32,134262,25.3,51.2,15.8
2024-05-19,09:51:33,134263,25.3,51.1,15.8
2024-05-19,09:52:34,134264,25.4,51.0,15.8
2024-05-19,09:53:35,134265,25.3,51.0,15.8
2024-05-19,09:54:39,134266,25.4,50.9,15.8
2024-05-19,09:55:40,134267,25.4,50.9,15.8
2024-05-19,09:56:41,134268,25.4,50.9,15.8
2024-05-19,09:57:42,134269,25.4,50.7,15.8
2024-05-19,09:58:43,134270,25.4,50.7,15.8
2024-05-19,09:59:47,134271,25.4,50.7,15.8
2024-05-19,10:00:48,134272,25.4,50.7,16.7
2024-05-19,10:01:52,134273,25.4,50.4,15.8
2024-05-19,10:02:53,134274,25.4,50.4,16.7
2024-05-19,10:03:54,134275,25.4,50.5,16.7
2024-05-19,10:04:55,134276,25.4,50.5,16.7
2024-05-19,10:05:56,134277,25.4,50.4,16.7
2024-05-19,10:06:57,134278,25.4,50.4,15.8
2024-05-19,10:08:01,134279,25.4,50.3,16.7
2024-05-19,10:09:02,134280,25.5,50.3,16.7
2024-05-19,10:10:03,134281,25.5,50.3,15.8
2024-05-19,10:11:04,134282,25.5,50.1,16.7
2024-05-19,10:12:05,134283,25.5,50.0,16.7
2024-05-19,10:13:09,134284,25.5,50.1,16.7
2024-05-19,10:14:10,134285,25.5,50.1,16.7
2024-05-19,10:15:11,134286,25.5,50.2,16.7
2024-05-19,10:16:12,134287,25.5,50.2,16.7
2024-05-19,10:17:13,134288,25.5,50.2,16.7
2024-05-19,10:18:14,134289,25.5,50.2,16.7
2024-05-19,10:19:16,134290,25.5,50.2,16.7
2024-05-19,10:20:17,134291,25.5,49.9,16.7
2024-05-19,10:21:18,134292,25.5,49.7,16.7
2024-05-19,10:22:19,134293,25.6,49.7,16.7
2024-05-19,10:23:20,134294,25.6,49.6,16.7
2024-05-19,10:24:21,134295,25.6,49.2,16.7
2024-05-19,10:25:22,134296,25.6,48.6,16.7
2024-05-19,10:26:24,134297,25.6,48.6,16.7
2024-05-19,10:27:25,134298,25.6,48.8,16.7
2024-05-19,10:28:26,134299,25.6,49.1,16.7
2024-05-19,10:29:27,134300,25.6,49.3,16.7
2024-05-19,10:30:28,134301,25.6,48.4,16.7
2024-05-19,10:31:29,134302,25.6,47.9,16.7
2024-05-19,10:32:30,134303,25.6,47.8,16.7
2024-05-19,10:33:31,134304,25.6,48.2,16.7
2024-05-19,10:34:33,134305,25.6,48.5,16.7
2024-05-19,10:35:34,134306,25.6,47.8,16.7
2024-05-19,10:36:37,134307,25.6,47.9,16.7
2024-05-19,10:37:38,134308,25.6,47.9,16.7
2024-05-19,10:38:40,134309,25.6,48.0,16.7
2024-05-19,10:39:41,134310,25.6,47.9,16.7
2024-05-19,10:40:47,134311,25.6,47.2,16.7
2024-05-19,10:41:48,134312,25.6,47.2,16.7
2024-05-19,10:42:49,134313,25.6,47.5,15.8
2024-05-19,10:43:50,134314,25.6,47.5,16.7
2024-05-19,10:44:53,134315,25.6,46.5,16.7
2024-05-19,10:45:55,134316,25.6,46.5,16.7
2024-05-19,10:46:56,134317,25.6,46.3,16.7
2024-05-19,10:47:57,134318,25.7,45.7,16.7
2024-05-19,10:48:58,134319,25.6,45.2,16.7
2024-05-19,10:49:59,134320,25.7,45.6,16.7
2024-05-19,10:51:00,134321,25.7,46.3,16.7
2024-05-19,10:52:01,134322,25.7,45.6,16.7
2024-05-19,10:53:03,134323,25.7,45.5,15.8
2024-05-19,10:54:04,134324,25.7,45.0,15.8
2024-05-19,10:55:10,134325,25.7,44.6,15.8
2024-05-19,10:56:12,134326,25.7,44.6,15.8
2024-05-19,10:57:13,134327,25.8,45.1,15.8
2024-05-19,10:58:14,134328,25.8,45.0,15.8
2024-05-19,10:59:15,134329,25.8,45.4,15.8
2024-05-19,11:00:19,134330,25.8,46.2,15.8
2024-05-19,11:01:22,134331,25.8,46.3,15.8
2024-05-19,11:02:23,134332,25.8,46.3,15.8
2024-05-19,11:03:25,134333,25.8,46.4,15.8
2024-05-19,11:04:26,134334,25.8,46.5,15.8
2024-05-19,11:05:27,134335,25.8,46.6,15.8
2024-05-19,11:06:28,134336,25.8,46.2,15.8
2024-05-19,11:07:29,134337,25.8,46.3,15.8
2024-05-19,11:08:30,134338,25.8,46.5,15.8
2024-05-19,11:09:31,134339,25.8,46.6,15.8
2024-05-19,11:10:32,134340,25.8,46.6,15.8
2024-05-19,11:11:33,134341,25.8,46.6,15.8
2024-05-19,11:12:35,134342,25.8,46.6,15.8
2024-05-19,11:13:36,134343,25.8,46.6,15.8
2024-05-19,11:14:37,134344,25.8,46.4,15.8
2024-05-19,11:15:38,134345,25.8,46.2,15.8
2024-05-19,11:16:41,134346,25.8,46.2,15.8
2024-05-19,11:17:43,134347,25.8,46.2,15.8
2024-05-19,11:18:44,134348,25.8,46.1,15.8
2024-05-19,11:19:45,134349,25.8,46.1,15.8
2024-05-19,11:20:46,134350,25.8,46.1,15.8
2024-05-19,11:21:50,134351,25.8,46.0,15.0
2024-05-19,11:22:51,134352,25.8,46.0,15.0
2024-05-19,11:23:53,134353,25.8,45.9,15.0
2024-05-19,11:24:54,134354,25.8,45.9,15.0
2024-05-19,11:25:55,134355,25.8,45.7,15.0
2024-05-19,11:26:56,134356,25.8,45.7,15.0
2024-05-19,11:27:57,134357,25.8,45.5,15.0
2024-05-19,11:29:01,134358,25.8,45.4,15.0
2024-05-19,11:30:04,134359,25.8,45.3,15.0
2024-05-19,11:31:05,134360,25.8,45.3,15.0
2024-05-19,11:32:06,134361,25.8,45.3,15.0
2024-05-19,11:33:08,134362,25.8,45.2,15.0
2024-05-19,11:34:09,134363,25.8,45.2,15.0
2024-05-19,11:35:10,134364,25.8,45.1,15.0
2024-05-19,11:36:11,134365,25.8,45.0,15.0
2024-05-19,11:37:12,134366,25.8,44.8,15.0
2024-05-19,11:38:13,134367,25.8,44.7,15.0
2024-05-19,11:39:14,134368,25.8,44.6,15.0
2024-05-19,11:40:15,134369,25.8,44.3,15.0
2024-05-19,11:41:17,134370,25.9,44.1,14.2
2024-05-19,11:42:20,134371,25.9,44.0,14.2
2024-05-19,11:43:21,134372,25.9,44.0,14.2
2024-05-19,11:44:25,134373,25.9,43.8,14.2
2024-05-19,11:45:26,134374,25.9,43.8,14.2
2024-05-19,11:46:27,134375,25.9,43.7,15.0
2024-05-19,11:47:30,134376,25.9,43.7,15.0
2024-05-19,11:48:31,134377,25.9,43.6,15.0
2024-05-19,11:49:32,134378,25.9,43.5,15.0
2024-05-19,11:50:34,134379,25.9,43.6,15.0
2024-05-19,11:51:37,134380,25.9,43.5,15.0
2024-05-19,11:52:38,134381,26.0,43.4,15.0
2024-05-19,11:53:39,134382,26.0,43.4,15.8
