Date,Time,entry_id,temp,hum,lux
2024-05-17,16:21:06,131833,23.1,33.9,0.0
2024-05-17,16:22:07,131834,25.6,39.5,18.3
2024-05-17,16:23:08,131835,25.6,39.5,19.2
2024-05-17,16:24:09,131836,25.6,39.5,18.3
2024-05-17,16:25:10,131837,25.6,39.5,18.3
2024-05-17,16:26:12,131838,25.6,39.6,18.3
2024-05-17,16:27:15,131839,25.6,39.5,18.3
2024-05-17,16:28:16,131840,25.6,39.5,18.3
2024-05-17,16:29:17,131841,25.6,39.5,18.3
2024-05-17,16:30:18,131842,25.6,39.4,18.3
2024-05-17,16:31:19,131843,25.6,39.4,18.3
2024-05-17,16:32:20,131844,25.6,39.4,18.3
2024-05-17,16:33:21,131845,25.6,39.4,18.3
2024-05-17,16:34:25,131846,25.6,39.6,18.3
2024-05-17,16:35:26,131847,25.6,39.6,18.3
2024-05-17,16:36:27,131848,25.6,39.5,18.3
2024-05-17,16:37:28,131849,25.6,39.5,18.3
2024-05-17,16:38:29,131850,25.6,39.5,18.3
2024-05-17,16:39:30,131851,25.6,39.5,18.3
2024-05-17,16:40:32,131852,25.6,39.4,18.3
2024-05-17,16:41:33,131853,25.6,39.4,18.3
2024-05-17,16:42:36,131854,25.6,39.3,18.3
2024-05-17,16:43:40,131855,25.6,39.3,18.3
2024-05-17,16:44:41,131856,25.6,39.3,18.3
2024-05-17,16:45:42,131857,25.6,39.3,18.3
2024-05-17,16:46:48,131858,25.6,39.1,18.3
2024-05-17,16:47:49,131859,25.6,39.1,18.3
2024-05-17,16:48:52,131860,25.6,39.0,18.3
2024-05-17,16:49:53,131861,25.6,39.0,18.3
2024-05-17,16:50:57,131862,25.5,38.9,18.3
2024-05-17,16:51:58,131863,25.6,38.9,18.3
2024-05-17,16:52:59,131864,25.6,38.9,18.3
2024-05-17,16:54:03,131865,25.6,38.8,17.5
2024-05-17,16:55:06,131866,25.6,38.7,18.3
2024-05-17,16:56:07,131867,25.6,38.7,17.5
2024-05-17,16:57:11,131868,25.6,38.7,18.3
2024-05-17,16:58:12,131869,25.6,38.7,18.3
2024-05-17,16:59:13,131870,25.6,38.6,18.3
2024-05-17,17:00:14,131871,25.6,38.6,18.3
2024-05-17,17:01:15,131872,25.6,38.7,18.3
2024-05-17,17:02:16,131873,25.6,38.6,18.3
2024-05-17,17:03:20,131874,25.6,38.6,17.5
2024-05-17,17:04:21,131875,25.6,38.6,17.5
2024-05-17,17:05:24,131876,25.6,38.5,17.5
2024-05-17,17:06:25,131877,25.6,38.5,17.5
2024-05-17,17:07:27,131878,25.6,38.6,17.5
2024-05-17,17:08:28,131879,25.6,38.5,17.5
2024-05-17,17:09:29,131880,25.5,38.4,17.5
2024-05-17,17:10:30,131881,25.5,38.4,17.5
2024-05-17,17:11:33,131882,25.5,38.4,17.5
2024-05-17,17:12:34,131883,25.5,38.4,17.5
2024-05-17,17:13:35,131884,25.5,38.4,17.5
2024-05-17,17:14:37,131885,25.5,38.4,17.5
2024-05-17,17:15:38,131886,25.5,38.4,17.5
